snail_id	date	species	colour	beach_length	beach	weight	sh	sw	ssh	trematode_presence	egg_presence	parasite_collected	parasite_load	trematode_species	behaviour_study	microplastics
CFP255	20/10/23	flat	light	111	castle	0.52	6.4	10.4	0	no 	no	NA	NA	NA	yes	no 
CFP256	20/10/23	flat	light	111	castle	0.52	9.8	10.2	0	no 	no	NA	NA	NA	yes	yes 
CFP257	20/10/23	flat	dark	111	castle	0.8	6.7	11.9	0	no 	no	NA	NA	NA	yes	yes 
CFP258	20/10/23	flat	light	111	castle	0.52	6.2	11	0	no 	no	NA	NA	NA	yes	yes 
CFP259	20/10/23	flat	light	111	castle	0.34	5.2	8.8	0	no 	no	NA	NA	NA	yes	yes 
CFP260	20/10/23	flat	light	111	castle	0.71	6.7	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP261	20/10/23	flat	dark	111	castle	0.36	12.9	8.9	0	no 	no	NA	NA	NA	yes	no 
CFP262	20/10/23	flat	dark	111	castle	0.62	6.5	11	0	no 	no	NA	NA	NA	yes	no 
CFP263	20/10/23	flat	dark	111	castle	0.49	6	9.7	0	no 	no	NA	NA	NA	yes	no 
CFP264	20/10/23	flat	dark	111	castle	0.4	6	10	0	no 	no	NA	NA	NA	yes	no 
CFP265	20/10/23	flat	dark	111	castle	0.72	6.4	11.3	0	no 	no	NA	NA	NA	yes	yes 
CFP266	20/10/23	flat	dark	111	castle	0.6	6.1	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP267	20/10/23	flat	light	111	castle	0.45	5.8	9.9	0	no 	no	NA	NA	NA	yes	yes 
CFP268	20/10/23	flat	light	111	castle	0.29	5.1	8.5	0	no 	no	NA	NA	NA	yes	no 
CFP269	20/10/23	flat	light	111	castle	0.3	5.4	8.3	0	no 	no	NA	NA	NA	yes	yes 
CFP270	20/10/23	flat	dark	111	castle	0.49	5.9	10.2	0	no 	no	NA	NA	NA	yes	no 
CFP271	20/10/23	flat	light	111	castle	0.35	5.7	8.9	0	no 	no	NA	NA	NA	yes	no 
CFP272	20/10/23	flat	dark	111	castle	0.27	5.2	7.5	0	no 	no	NA	NA	NA	yes	yes 
CFP273	20/10/23	flat	light	111	castle	0.69	6.8	11.2	0	no 	no	NA	NA	NA	yes	yes 
CFP274	20/10/23	flat	dark	111	castle	0.77	6.6	11.1	0	no 	no	NA	NA	NA	yes	no 
CFP275	20/10/23	flat	light	111	castle	0.52	6.1	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP276	20/10/23	flat	light	111	castle	0.42	5.2	8.9	0	no 	no	NA	NA	NA	yes	yes 
CFP277	20/10/23	flat	light	111	castle	0.4	5.2	9.1	0	no 	no	NA	NA	NA	yes	no 
CFP278	20/10/23	flat	light	111	castle	0.79	6.6	11.4	0	no 	no	NA	NA	NA	yes	yes 
CFP279	20/10/23	flat	dark	111	castle	0.5	5.4	9.4	0	no 	no	NA	NA	NA	yes	no 
CFP280	20/10/23	flat	dark	111	castle	0.32	5.3	8.3	0	no 	no	NA	NA	NA	yes	no 
CFP281	20/10/23	flat	light	111	castle	0.61	6.2	10.8	0	no 	no	NA	NA	NA	yes	yes 
CFP282	20/10/23	flat	dark	111	castle	0.26	8.9	4.6	0	no 	no	NA	NA	NA	yes	yes 
CFP283	20/10/23	flat	dark	111	castle	0.46	5.7	9.7	0	no 	no	NA	NA	NA	yes	no 
CFP284	20/10/23	flat	dark	111	castle	0.45	5.6	9.8	0	no 	no	NA	NA	NA	yes	no 
CFP285	20/10/23	flat	dark	111	castle	0.46	5.4	9.5	0	no 	no	NA	NA	NA	yes	no 
CFP286	20/10/23	flat	light	111	castle	0.39	5.4	8.8	0	no 	no	NA	NA	NA	yes	no 
CFP287	20/10/23	flat	dark	111	castle	0.46	5.6	9.6	0	no 	no	NA	NA	NA	yes	yes 
CFP288	20/10/23	flat	dark	111	castle	0.48	7.3	8.5	0	no 	no	NA	NA	NA	yes	no 
CFP289	20/10/23	flat	dark	111	castle	0.55	5.9	10.6	0	no 	no	NA	NA	NA	yes	no 
CFP290	20/10/23	flat	light	111	castle	0.62	8.6	11	0	no 	no	NA	NA	NA	yes	no 
CFP291	20/10/23	flat	dark	111	castle	0.59	6	10.7	0	no 	no	NA	NA	NA	yes	yes 
CFP292	20/10/23	flat	dark	111	castle	0.62	6.1	11	0	no 	no	NA	NA	NA	yes	no 
CFP293	20/10/23	flat	light	111	castle	0.5	6	10.2	0	no 	no	NA	NA	NA	yes	no 
CFP294	20/10/23	flat	light	111	castle	0.38	5.5	9.3	0	no 	no	NA	NA	NA	yes	no 
CFP295	20/10/23	flat	light	111	castle	0.62	5.6	9.7	0	no	no	NA	NA	NA	yes	yes 
CFP296	20/10/23	flat	dark	111	castle	0.47	5	8.4	0	no	no	NA	NA	NA	yes	yes 
CFP297	20/10/23	flat	dark	111	castle	0.84	6.1	11.8	0	no 	no	NA	NA	NA	yes	no
CFP298	20/10/23	flat	dark	111	castle	0.81	6.7	11.3	0	no 	no	NA	NA	NA	yes	no 
CFP299	20/10/23	flat	dark	111	castle	0.55	5.6	9.7	0	no 	no	NA	NA	NA	yes	yes 
CFP300	20/10/23	flat	dark	111	castle	0.47	5.3	9.3	0	no	no	NA	NA	NA	yes	yes 
GFP1	24/10/23	flat	dark	251	gylly	0.84	7	13	0	no	no	NA	NA	NA	yes	NA
GFP2	24/10/23	flat	dark 	251	gylly	0.79	8.4	12.6	0	no	no	NA	NA	NA	yes	NA
GFP3	24/10/23	flat	light 	251	gylly	0.61	6	10.8	0	no	no	NA	NA	NA	yes	NA
GFP4	24/10/23	flat	dark 	251	gylly	0.68	6.8	11.3	0	no	no	NA	NA	NA	yes	NA
GFP5	24/10/23	flat	light 	251	gylly	1.34	9	15.1	0	no	no	NA	NA	NA	yes	NA
GFP6	24/10/23	flat	light 	251	gylly	0.45	5.9	9.9	0	no	no	NA	NA	NA	yes	NA
GFP7	24/10/23	flat	dark	251	gylly	0.39	5.9	10	0	no	no	NA	NA	NA	yes	NA
GFP8	24/10/23	flat	dark 	251	gylly	0.67	6.9	12.6	0	no	no	NA	NA	NA	yes	NA
GFP9	24/10/23	flat	dark	251	gylly	0.41	6	9.8	0	no	no	NA	NA	NA	yes	NA
GFP10	24/10/23	flat	dark 	251	gylly	0.69	7.4	11	0	no	no	NA	NA	NA	yes	NA
GFP11	24/10/23	flat	dark 	251	gylly	0.43	5.9	9.7	0	no	no	NA	NA	NA	yes	NA
GFP12	24/10/23	flat	dark 	251	gylly	0.59	6.5	11.3	0	no	no	NA	NA	NA	yes	NA
GFP13	24/10/23	flat	dark	251	gylly	0.59	6.6	11.4	0	no	no	NA	NA	NA	yes	NA
GFP14	24/10/23	flat	light 	251	gylly	0.28	5.4	8.2	0	no	no	NA	NA	NA	yes	NA
GFP15	24/10/23	flat	light 	251	gylly	0.26	5.4	7.9	0	no	no	NA	NA	NA	yes	NA
GFP16	24/10/23	flat	light 	251	gylly	0.22	5.3	8	0	no	no	NA	NA	NA	yes	NA
GFP17	24/10/23	flat	light 	251	gylly	0.31	5.7	9.3	0	no	no	NA	NA	NA	yes	NA
GFP18	24/10/23	flat	dark 	251	gylly	1.08	8.3	12.9	0	no	no	NA	NA	NA	yes	NA
GFP19	24/10/23	flat	dark	251	gylly	0.48	6	10.5	0	no	no	NA	NA	NA	yes	NA
GFP20	24/10/23	flat	dark 	251	gylly	0.48	5.9	10.2	0	no	no	NA	NA	NA	yes	NA
GFP21	24/10/23	flat	dark 	251	gylly	0.56	6.2	11.2	0	no	no	NA	NA	NA	yes	NA
GFP22	24/10/23	flat	light 	251	gylly	0.2	5.2	7.2	0	no	no	NA	NA	NA	yes	NA
GFP23	24/10/23	flat	light 	251	gylly	0.29	5.5	8.3	0	no	no	NA	NA	NA	yes	NA
GFP24	24/10/23	flat	dark 	251	gylly	0.34	6	8.8	0	no	no	NA	NA	NA	yes	NA
GFP25	24/10/23	flat	dark 	251	gylly	0.49	6.2	10.4	0	no	no	NA	NA	NA	yes	NA
GFP26	24/10/23	flat	dark 	251	gylly	0.46	6.2	10.2	0	no	no	NA	NA	NA	yes	NA
GFP27	24/10/23	flat	dark 	251	gylly	0.39	5.2	9.2	0	no	no	NA	NA	NA	yes	NA
GFP28	24/10/23	flat	dark 	251	gylly	0.51	6.2	10.8	0	no	no	NA	NA	NA	yes	NA
GFP29	24/10/23	flat	dark 	251	gylly	0.65	7	11	0	no	no	NA	NA	NA	yes	NA
GFP30	24/10/23	flat	dark 	251	gylly	0.6	6.5	11.5	0	no	no	NA	NA	NA	yes	NA
GFP31	24/10/23	flat	light 	251	gylly	0.42	5.5	10	0	no	no	NA	NA	NA	yes	NA
GFP32	24/10/23	flat	dark 	251	gylly	0.26	5.6	8.1	0	no	no	NA	NA	NA	yes	NA
GFP33	24/10/23	flat	light 	251	gylly	0.87	7.2	13.1	0	no	no	NA	NA	NA	yes	NA
GFP34	24/10/23	flat	light	251	gylly	0.53	6.3	11.1	0	no	no	NA	NA	NA	yes	NA
GFP35	24/10/23	flat	light 	251	gylly	0.25	5.7	8.1	0	no	no	NA	NA	NA	yes	NA
GFP36	24/10/23	flat	light 	251	gylly	0.31	5.8	8.1	0	no	no	NA	NA	NA	yes	NA
GFP37	24/10/23	flat	light 	251	gylly	0.33	5.4	9.3	0	no	no	NA	NA	NA	yes	NA
GFP38	24/10/23	flat	light 	251	gylly	0.25	5.4	8.3	0	no	no	NA	NA	NA	yes	NA
GFP39	24/10/23	flat	light 	251	gylly	1.52	9.1	15.3	0	no	no	NA	NA	NA	yes	NA
GFP40	24/10/23	flat	light 	251	gylly	0.84	6.9	12.4	0	no	no	NA	NA	NA	yes	NA
GFP41	24/10/23	flat	dark 	251	gylly	0.79	7.1	12.2	0	no	no	NA	NA	NA	yes	NA
GFP42	24/10/23	flat	dark 	251	gylly	1.09	7.4	13.3	0	no	no	NA	NA	NA	yes	NA
GFP43	24/10/23	flat	light 	251	gylly	1.15	9.1	12.7	0	no	no	NA	NA	NA	yes	NA
GFP44	24/10/23	flat	light 	251	gylly	0.81	7.2	12	0	no	no	NA	NA	NA	yes	NA
GFP45	24/10/23	flat	dark 	251	gylly	0.48	5.8	9.9	0	no	no	NA	NA	NA	yes	NA
GFP46	24/10/23	flat	dark 	251	gylly	0.67	6.2	11.1	0	no	no	NA	NA	NA	yes	NA
GFP47	24/10/23	flat	light 	251	gylly	0.67	6.4	11.4	0	no	no	NA	NA	NA	yes	NA
GFP48	24/10/23	flat	dark 	251	gylly	1.04	7.3	12.9	0	no	no	NA	NA	NA	yes	NA
GFP49	24/10/23	flat	light 	251	gylly	0.58	7.2	11.1	0	no	no	NA	NA	NA	yes	NA
GFP50	24/10/23	flat	dark 	251	gylly	1.12	8.3	13.1	0	no	no	NA	NA	NA	yes	NA
GFP51	24/10/23	flat	light 	251	gylly	0.35	5.9	9	0	no	no	NA	NA	NA	yes	NA
GFP52	24/10/23	flat	dark 	251	gylly	0.73	6.7	11.5	0	no	no	NA	NA	NA	yes	NA
GFP53	24/10/23	flat	light 	251	gylly	0.57	6.3	11.2	0	no	no	NA	NA	NA	yes	NA
GFP54	24/10/23	flat	light 	251	gylly	0.53	6	10.4	0	no	no	NA	NA	NA	yes	NA
GFP55	24/10/23	flat	dark 	251	gylly	0.9	7.2	12.4	0	no	no	NA	NA	NA	yes	NA
GFP56	24/10/23	flat	light	251	gylly	0.49	6.3	10.3	0	no	no	NA	NA	NA	yes	NA
GFP57	24/10/23	flat	light 	251	gylly	0.65	6.5	11	0	no	no	NA	NA	NA	yes	NA
GFP58	24/10/23	flat	dark 	251	gylly	0.52	6.7	10.2	0	no	no	NA	NA	NA	yes	NA
GFP59	24/10/23	flat	dark 	251	gylly	0.76	6.8	12.1	0	no	no	NA	NA	NA	yes	NA
GFP60	24/10/23	flat	light 	251	gylly	0.7	6.9	11.4	0	no	no	NA	NA	NA	yes	NA
GFP61	24/10/23	flat	dark 	251	gylly	0.8	6.9	12	0	no	no	NA	NA	NA	yes	NA
GFP62	24/10/23	flat	light	251	gylly	0.67	6.5	11.4	0	no	no	NA	NA	NA	yes	NA
GFP63	24/10/23	flat	light 	251	gylly	0.38	5.6	9	0	no	no	NA	NA	NA	yes	NA
GFP64	24/10/23	flat	light 	251	gylly	0.44	5.9	10.1	0	no	no	NA	NA	NA	yes	NA
GFP65	24/10/23	flat	dark 	251	gylly	0.38	5.7	9.6	0	no	no	NA	NA	NA	yes	NA
GFP66	24/10/23	flat	dark	251	gylly	0.86	7.2	12.9	0	no	no	NA	NA	NA	yes	NA
GFP67	24/10/23	flat	dark 	251	gylly	0.2	4.7	7.6	0	no	no	NA	NA	NA	yes	NA
GFP68	24/10/23	flat	dark 	251	gylly	0.4	6.4	9.8	0	no	no	NA	NA	NA	yes	NA
GFP69	24/10/23	flat	light 	251	gylly	0.61	6.5	10.5	0	no	no	NA	NA	NA	yes	NA
GFP70	24/10/23	flat	dark 	251	gylly	0.51	6.4	10.2	0	no	no	NA	NA	NA	yes	NA
GFP71	24/10/23	flat	light 	251	gylly	0.57	6.2	10.9	0	no	no	NA	NA	NA	yes	NA
GFP72	24/10/23	flat	light 	251	gylly	0.43	5.8	10.2	0	no	no	NA	NA	NA	yes	NA
GFP73	24/10/23	flat	dark 	251	gylly	0.56	6.2	10.9	0	no	no	NA	NA	NA	yes	NA
GFP74	24/10/23	flat	dark 	251	gylly	0.38	5.7	9.6	0	no	no	NA	NA	NA	yes	NA
GFP75	24/10/23	flat	dark 	251	gylly	0.42	5.8	9.7	0	no	no	NA	NA	NA	yes	NA
GFP76	24/10/23	flat	light 	251	gylly	0.5	5.9	10.4	0	no	no	NA	NA	NA	yes	NA
GFP77	24/10/23	flat	light 	251	gylly	0.32	5.4	8.6	0	no	no	NA	NA	NA	yes	NA
GFP78	24/10/23	flat	light 	251	gylly	0.31	5.4	7.7	0	no	no	NA	NA	NA	yes	NA
GFP79	24/10/23	flat	light 	251	gylly	0.63	7	11.6	0	no	no	NA	NA	NA	yes	NA
GFP80	24/10/23	flat	dark 	251	gylly	0.54	6.2	10.8	0	no	no	NA	NA	NA	yes	NA
GFP81	24/10/23	flat	dark 	251	gylly	0.43	5.7	9.8	0	no	no	NA	NA	NA	yes	NA
GFP82	24/10/23	flat	light 	251	gylly	0.23	5.3	8.1	0	no	no	NA	NA	NA	yes	NA
GFP83	24/10/23	flat	light 	251	gylly	0.61	6	9.8	0	no	no	NA	NA	NA	yes	NA
GFP84	24/10/23	flat	dark 	251	gylly	0.53	6.3	10.9	0	no	no	NA	NA	NA	yes	NA
GFP85	24/10/23	flat	light 	251	gylly	0.34	5.2	8.7	0	no	no	NA	NA	NA	yes	NA
GFP86	24/10/23	flat	light 	251	gylly	0.25	4.8	8.3	0	no	no	NA	NA	NA	yes	NA
GFP87	24/10/23	flat	dark 	251	gylly	0.73	6.7	12.2	0	no	no	NA	NA	NA	yes	NA
GFP88	24/10/23	flat	dark 	251	gylly	0.97	7.3	13.2	0	no	no	NA	NA	NA	yes	NA
GFP89	24/10/23	flat	dark 	251	gylly	0.86	7.4	13	0	no	no	NA	NA	NA	yes	NA
GFP90	24/10/23	flat	light 	251	gylly	0.87	6.8	11.5	0	no	no	NA	NA	NA	yes	NA
GFP91	24/10/23	flat	dark 	251	gylly	0.73	6.4	11.4	0	no	no	NA	NA	NA	yes	NA
GFP92	24/10/23	flat	light 	251	gylly	0.32	5.6	8.5	0	no	no	NA	NA	NA	yes	NA
GFP93	24/10/23	flat	light 	251	gylly	0.97	7.5	13.1	0	no	no	NA	NA	NA	yes	NA
GFP94	24/10/23	flat	dark 	251	gylly	0.67	6.4	11.3	0	no	no	NA	NA	NA	yes	NA
GFP95	24/10/23	flat	dark 	251	gylly	0.49	6.1	10.4	0	no	no	NA	NA	NA	yes	NA
GFP96	24/10/23	flat	light	251	gylly	0.91	7	12.9	0	no	no	NA	NA	NA	yes	NA
GFP97	24/10/23	flat	light 	251	gylly	0.63	6.6	10.7	0	no	no	NA	NA	NA	yes	NA
GFP98	24/10/23	flat	light 	251	gylly	0.62	6.3	11.4	0	no	no	NA	NA	NA	yes	NA
GFP99	24/10/23	flat	dark 	251	gylly	0.82	7	12.3	0	no	no	NA	NA	NA	yes	NA
GFP100	24/10/23	flat	light 	251	gylly	1.02	8.7	12.7	0	no	no	NA	NA	NA	yes	NA
GFP101	24/10/23	flat	light 	251	gylly	0.56	6.3	10.9	0	no	no	NA	NA	NA	yes	NA
GFP102	24/10/23	flat	light 	251	gylly	0.57	6.4	11.1	0	no	no	NA	NA	NA	yes	NA
GFP103	24/10/23	flat	light	251	gylly	0.69	6.9	11.6	0	no	no	NA	NA	NA	yes	NA
GFP104	24/10/23	flat	light 	251	gylly	0.6	6.7	11.4	0	no	no	NA	NA	NA	yes	NA
GFP105	24/10/23	flat	dark 	251	gylly	0.45	5.9	9.8	0	no	no	NA	NA	NA	yes	NA
GFP106	24/10/23	flat	light	251	gylly	0.51	6.2	10.5	0	no	no	NA	NA	NA	yes	NA
GFP107	24/10/23	flat	light 	251	gylly	0.75	7.2	11.4	0	no	no	NA	NA	NA	yes	NA
GFP108	24/10/23	flat	light 	251	gylly	0.81	7.6	12.1	0	no	no	NA	NA	NA	yes	NA
GFP109	24/10/23	flat	light 	251	gylly	0.7	6.3	10.6	0	no	no	NA	NA	NA	yes	NA
GFP110	24/10/23	flat	dark 	251	gylly	1.01	7.5	12.7	0	no	no	NA	NA	NA	yes	NA
GFP111	24/10/23	flat	dark 	251	gylly	0.63	7.7	10.3	0	no	no	NA	NA	NA	yes	NA
GFP112	24/10/23	flat	light 	251	gylly	0.62	6.8	11.4	0	no	no	NA	NA	NA	yes	NA
GFP113	24/10/23	flat	light 	251	gylly	0.54	6.4	10.8	0	no	no	NA	NA	NA	yes	NA
GFP114	24/10/23	flat	light 	251	gylly	0.67	7	11.9	0	no	no	NA	NA	NA	yes	NA
GFP115	24/10/23	flat	dark 	251	gylly	0.69	6.7	11	0	no	no	NA	NA	NA	yes	NA
GFP116	24/10/23	flat	light 	251	gylly	0.5	6.1	10.2	0	no	no	NA	NA	NA	yes	NA
GFP117	24/10/23	flat	light 	251	gylly	0.61	6.7	11	0	no	no	NA	NA	NA	yes	NA
GFP118	24/10/23	flat	dark 	251	gylly	0.99	8.1	12.4	0	no	no	NA	NA	NA	yes	NA
GFP119	24/10/23	flat	dark 	251	gylly	0.58	6.2	10.5	0	no	no	NA	NA	NA	yes	NA
GFP120	24/10/23	flat	light 	251	gylly	1.07	7.7	13.6	0	no	no	NA	NA	NA	yes	NA
GFP121	24/10/23	flat	light 	251	gylly	0.47	5.7	9.3	0	no	no	NA	NA	NA	yes	NA
GFP122	24/10/23	flat	light	251	gylly	0.57	6.7	11.2	0	no	no	NA	NA	NA	yes	NA
GFP123	24/10/23	flat	dark 	251	gylly	0.78	7.1	11.6	0	no	no	NA	NA	NA	yes	NA
GFP124	24/10/23	flat	light 	251	gylly	0.39	5.5	9.9	0	no	no	NA	NA	NA	yes	NA
GFP125	24/10/23	flat	light 	251	gylly	0.49	6.2	10.1	0	no	no	NA	NA	NA	yes	NA
GFP126	24/10/23	flat	light 	251	gylly	0.69	6.8	11.3	0	no	no	NA	NA	NA	yes	NA
GFP127	24/10/23	flat	dark 	251	gylly	0.9	7.1	12.1	0	no	no	NA	NA	NA	yes	NA
GFP128	24/10/23	flat	dark 	251	gylly	1.1	8.1	13	0	no	no	NA	NA	NA	yes	NA
GFP129	24/10/23	flat	light 	251	gylly	0.6	6.3	11.1	0	no	no	NA	NA	NA	yes	NA
GFP130	24/10/23	flat	dark 	251	gylly	0.57	6.1	11.4	0	no	no	NA	NA	NA	yes	NA
GFP131	24/10/23	flat	light	251	gylly	0.5	6.1	10.4	0	no	no	NA	NA	NA	yes	NA
GFP132	24/10/23	flat	dark 	251	gylly	0.53	6.2	10	0	no	no	NA	NA	NA	yes	NA
GFP133	24/10/23	flat	light	251	gylly	0.49	6	10	0	no	no	NA	NA	NA	yes	NA
GFP134	24/10/23	flat	light	251	gylly	0.31	5.1	8.5	0	no	no	NA	NA	NA	yes	NA
GFP135	24/10/23	flat	dark 	251	gylly	0.67	6.6	11.5	0	no	no	NA	NA	NA	yes	NA
GFP136	24/10/23	flat	dark 	251	gylly	0.7	6.7	8	0	no	no	NA	NA	NA	yes	NA
GFP137	24/10/23	flat	light 	251	gylly	0.87	7.2	11.8	0	no	no	NA	NA	NA	yes	NA
GFP138	24/10/23	flat	dark 	251	gylly	0.77	6.8	11.6	0	no	no	NA	NA	NA	yes	NA
GFP139	24/10/23	flat	light 	251	gylly	0.6	5.8	10.3	0	no	no	NA	NA	NA	yes	NA
GFP140	24/10/23	flat	dark 	251	gylly	0.98	7.9	12.8	0	no	no	NA	NA	NA	yes	NA
GFP141	24/10/23	flat	dark 	251	gylly	0.59	6.4	10.6	0	no	no	NA	NA	NA	yes	NA
GFP142	24/10/23	flat	dark 	251	gylly	0.67	6.8	11.3	0	no	no	NA	NA	NA	yes	NA
GFP143	24/10/23	flat	light 	251	gylly	0.36	5.3	9.2	0	no	no	NA	NA	NA	yes	NA
GFP144	24/10/23	flat	light 	251	gylly	0.49	6.1	10.6	0	no	no	NA	NA	NA	yes	NA
GFP145	24/10/23	flat	light 	251	gylly	0.6	6.4	12.5	0	no	no	NA	NA	NA	yes	NA
GFP146	24/10/23	flat	dark 	251	gylly	0.54	6.8	10.6	0	no	no	NA	NA	NA	yes	NA
GFP147	24/10/23	flat	dark	251	gylly	0.83	6.9	11.9	0	no	no	NA	NA	NA	yes	NA
GFP148	24/10/23	flat	dark 	251	gylly	0.37	6.6	9.7	0	no	no	NA	NA	NA	yes	NA
GFP149	24/10/23	flat	light 	251	gylly	0.58	6.3	11.1	0	no	no	NA	NA	NA	yes	NA
GFP150	24/10/23	flat	light 	251	gylly	0.59	6.4	10.4	0	no	no	NA	NA	NA	yes	NA
GFP151	24/10/23	flat	light	251	gylly	0.26	5.1	7.9	0	no	no	NA	NA	NA	yes	NA
GFP152	24/10/23	flat	light 	251	gylly	0.52	6	9.9	0	no	no	NA	NA	NA	yes	NA
GFP153	24/10/23	flat	light 	251	gylly	0.3	5	8	0	no	no	NA	NA	NA	yes	NA
GFP154	24/10/23	flat	dark 	251	gylly	1	7.8	13	0	no	no	NA	NA	NA	yes	NA
GFP155	24/10/23	flat	light 	251	gylly	0.24	5	8.6	0	no	no	NA	NA	NA	yes	NA
GFP156	24/10/23	flat	light 	251	gylly	0.48	6	10	0	no	no	NA	NA	NA	yes	NA
GFP157	24/10/23	flat	light	251	gylly	0.38	5	8.6	0	no	no	NA	NA	NA	yes	NA
GFP158	24/10/23	flat	dark 	251	gylly	0.27	4.9	8.5	0	no	no	NA	NA	NA	yes	NA
GFP159	24/10/23	flat	light 	251	gylly	0.6	6.3	10.6	0	no	no	NA	NA	NA	yes	NA
GFP160	24/10/23	flat	light 	251	gylly	0.77	6.7	11.8	0	no	no	NA	NA	NA	yes	NA
GFP161	24/10/23	flat	light 	251	gylly	0.2	4.3	7.3	0	no	no	NA	NA	NA	yes	NA
GFP162	24/10/23	flat	light 	251	gylly	0.59	6.3	7.3	0	no	no	NA	NA	NA	yes	NA
GFP163	24/10/23	flat	dark 	251	gylly	0.56	6.3	10.9	0	no	no	NA	NA	NA	yes	NA
GFP164	24/10/23	flat	light 	251	gylly	0.47	6	9.3	0	no	no	NA	NA	NA	yes	NA
GFP165	24/10/23	flat	light 	251	gylly	0.63	6.2	10.8	0	no	no	NA	NA	NA	yes	NA
GFP166	24/10/23	flat	dark 	251	gylly	0.52	5.9	10.1	0	no	no	NA	NA	NA	yes	NA
GFP167	24/10/23	flat	light 	251	gylly	0.64	6.3	10.8	0	no	no	NA	NA	NA	yes	NA
GFP168	24/10/23	flat	light 	251	gylly	0.37	5.2	8.8	0	no	no	NA	NA	NA	yes	NA
GFP169	24/10/23	flat	light	251	gylly	0.63	6.5	10.6	0	no	no	NA	NA	NA	yes	NA
GFP170	24/10/23	flat	light 	251	gylly	0.57	5.8	10.1	0	no	no	NA	NA	NA	yes	NA
GFP171	24/10/23	flat	dark 	251	gylly	0.36	5.7	9.1	0	no	no	NA	NA	NA	yes	NA
GFP172	24/10/23	flat	light 	251	gylly	0.75	6.7	11.3	0	no	no	NA	NA	NA	yes	NA
GFP173	24/10/23	flat	dark 	251	gylly	0.56	5.9	9.7	0	no	no	NA	NA	NA	yes	NA
GFP174	24/10/23	flat	dark	251	gylly	0.64	6.4	10.9	0	no	no	NA	NA	NA	yes	NA
GFP175	24/10/23	flat	light 	251	gylly	0.44	5.8	9.7	0	no	no	NA	NA	NA	yes	NA
GFP176	24/10/23	flat	light 	251	gylly	0.7	7	11.4	0	no	no	NA	NA	NA	yes	NA
GFP177	24/10/23	flat	light 	251	gylly	1.15	8.2	12.9	0	no	no	NA	NA	NA	yes	NA
GFP178	24/10/23	flat	dark 	251	gylly	1.03	7.5	13.3	0	no	no	NA	NA	NA	yes	NA
GFP179	24/10/23	flat	light 	251	gylly	0.58	6	9.4	0	no	no	NA	NA	NA	yes	NA
GFP180	24/10/23	flat	light 	251	gylly	0.37	5.7	9	0	no	no	NA	NA	NA	yes	NA
GFP181	24/10/23	flat	dark 	251	gylly	0.31	5.2	8.8	0	no	no	NA	NA	NA	yes	NA
GFP182	24/10/23	flat	dark 	251	gylly	0.58	6.3	10	0	no	no	NA	NA	NA	yes	NA
GFP183	24/10/23	flat	light 	251	gylly	0.37	5.5	8.9	0	no	no	NA	NA	NA	yes	NA
GFP184	24/10/23	flat	dark 	251	gylly	0.56	6	9.1	0	no	no	NA	NA	NA	yes	NA
GFP185	24/10/23	flat	dark 	251	gylly	0.34	4.8	8.3	0	no	no	NA	NA	NA	yes	NA
GFP186	24/10/23	flat	light	251	gylly	0.38	5.5	9.4	0	no	no	NA	NA	NA	yes	NA
GFP187	24/10/23	flat	dark 	251	gylly	0.32	5	8.2	0	no	no	NA	NA	NA	yes	NA
GFP188	24/10/23	flat	light 	251	gylly	0.46	5.7	9.7	0	no	no	NA	NA	NA	yes	NA
GFP189	24/10/23	flat	dark 	251	gylly	0.36	5.5	9.1	0	no	no	NA	NA	NA	yes	NA
GFP190	24/10/23	flat	dark 	251	gylly	0.3	5	8.1	0	no	no	NA	NA	NA	yes	NA
GFP191	24/10/23	flat	light 	251	gylly	0.22	4.7	7.7	0	no	no	NA	NA	NA	yes	NA
GFP192	24/10/23	flat	light 	251	gylly	0.5	5.8	9.8	0	no	no	NA	NA	NA	yes	NA
GFP193	24/10/23	flat	light 	251	gylly	0.54	5.7	9.8	0	no	no	NA	NA	NA	yes	NA
GFP194	24/10/23	flat	dark 	251	gylly	0.58	6.1	10.1	0	no	no	NA	NA	NA	yes	NA
GFP195	24/10/23	flat	light 	251	gylly	0.51	6.3	10.1	0	no	no	NA	NA	NA	yes	NA
GFP196	24/10/23	flat	dark 	251	gylly	0.5	6	10.1	0	no	no	NA	NA	NA	yes	NA
GFP197	24/10/23	flat	light	251	gylly	0.33	5.2	8.9	0	no	no	NA	NA	NA	yes	NA
GFP198	24/10/23	flat	dark 	251	gylly	0.4	5.7	9.6	0	no	no	NA	NA	NA	yes	NA
GFP199	24/10/23	flat	dark	251	gylly	0.52	6.1	10.3	0	no	no	NA	NA	NA	yes	NA
GFP200	24/10/23	flat	dark 	251	gylly	0.34	5.2	9.1	0	no	no	NA	NA	NA	yes	NA
GFP201	24/10/23	flat	light 	251	gylly	0.24	4.9	8.4	0	no	no	NA	NA	NA	yes	NA
GFP202	24/10/23	flat	light 	251	gylly	0.25	5.5	8.8	0	no	no	NA	NA	NA	yes	NA
GFP203	24/10/23	flat	dark 	251	gylly	0.46	5.4	8.9	0	no	no	NA	NA	NA	yes	NA
